Registered,12,8/15/2017 7:00,FN_M_12,LN_12,M,59
Started,12,8/15/2017 10:22,8/15/2017 10:22,,,
,,,,,,
Registered,14,8/15/2017 7:02,FN_F_14,LN_14,F,16
Registered,15,8/15/2017 7:02,FN_M_15,LN_15,M,26
Registered,16,8/15/2017 7:02,FN_F_16,LN_16,F,46
---,,,,,,
Registered,17,8/15/2017 7:04,FN_F_17,LN_17,F,40
Registered,18,8/15/2017 7:04,FN_F_18,LN_18,F,18
---,,,,,,
Registered,19,8/15/2017 7:06,FN_F_19,LN_19,F,56
---,,,,,,
Registered,20,8/15/2017 7:08,FN_M_20,LN_20,M,53
Registered,21,8/15/2017 7:08,FN_M_21,LN_21,M,54
---,,,,,,
Registered,22,8/15/2017 7:10,FN_F_22,LN_22,F,58
---,,,,,,
Registered,23,8/15/2017 7:12,FN_F_23,LN_23,F,26
Registered,24,8/15/2017 7:12,FN_M_24,LN_24,M,39
Registered,25,8/15/2017 7:12,FN_M_25,LN_25,M,22
---,,,,,,
Registered,26,8/15/2017 7:14,FN_M_26,LN_26,M,46
DidNotStart,26,8/15/2017 7:14,,,,
---,,,,,,
Registered,27,8/15/2017 7:16,FN_M_27,LN_27,M,24
Registered,28,8/15/2017 7:16,FN_M_28,LN_28,M,52
Registered,29,8/15/2017 7:16,FN_F_29,LN_29,F,46
---,,,,,,
Registered,30,8/15/2017 7:18,FN_M_30,LN_30,M,37
---,,,,,,
Registered,31,8/15/2017 7:20,FN_F_31,LN_31,F,21
---,,,,,,
Registered,32,8/15/2017 7:22,FN_F_32,LN_32,F,38
Registered,33,8/15/2017 7:22,FN_M_33,LN_33,M,21
---,,,,,,
Registered,34,8/15/2017 7:24,FN_M_34,LN_34,M,50
Registered,35,8/15/2017 7:24,FN_F_35,LN_35,F,38
---,,,,,,
Registered,36,8/15/2017 7:26,FN_M_36,LN_36,M,37
Registered,37,8/15/2017 7:26,FN_F_37,LN_37,F,35
Registered,38,8/15/2017 7:26,FN_F_38,LN_38,F,20
---,,,,,,
Registered,39,8/15/2017 7:28,FN_F_39,LN_39,F,56
Registered,40,8/15/2017 7:28,FN_F_40,LN_40,F,28
Registered,41,8/15/2017 7:28,FN_M_41,LN_41,M,31
---,,,,,,
Registered,42,8/15/2017 7:30,FN_M_42,LN_42,M,45
Registered,43,8/15/2017 7:30,FN_M_43,LN_43,M,32
---,,,,,,
Registered,44,8/15/2017 7:32,FN_F_44,LN_44,F,49
---,,,,,,
Registered,45,8/15/2017 7:34,FN_M_45,LN_45,M,43
Registered,46,8/15/2017 7:34,FN_M_46,LN_46,M,54
Registered,47,8/15/2017 7:34,FN_M_47,LN_47,M,36
---,,,,,,
Registered,48,8/15/2017 7:36,FN_M_48,LN_48,M,57
---,,,,,,
Registered,49,8/15/2017 7:38,FN_F_49,LN_49,F,44
Registered,50,8/15/2017 7:38,FN_M_50,LN_50,M,20
DidNotStart,24,8/15/2017 7:38,,,,
---,,,,,,
Registered,51,8/15/2017 7:40,FN_M_51,LN_51,M,41
Registered,52,8/15/2017 7:40,FN_M_52,LN_52,M,26
Registered,53,8/15/2017 7:40,FN_F_53,LN_53,F,34
---,,,,,,
Registered,54,8/15/2017 7:42,FN_F_54,LN_54,F,49
Registered,55,8/15/2017 7:42,FN_M_55,LN_55,M,51
Registered,56,8/15/2017 7:42,FN_F_56,LN_56,F,41
---,,,,,,
Registered,57,8/15/2017 7:44,FN_M_57,LN_57,M,41
Registered,58,8/15/2017 7:44,FN_F_58,LN_58,F,29
Registered,59,8/15/2017 7:44,FN_M_59,LN_59,M,49
---,,,,,,
Registered,60,8/15/2017 7:46,FN_F_60,LN_60,F,29
---,,,,,,
Registered,61,8/15/2017 7:48,FN_M_61,LN_61,M,59
Registered,62,8/15/2017 7:48,FN_M_62,LN_62,M,43
Registered,63,8/15/2017 7:48,FN_F_63,LN_63,F,31
---,,,,,,
Registered,64,8/15/2017 7:50,FN_M_64,LN_64,M,42
---,,,,,,
Registered,65,8/15/2017 7:52,FN_M_65,LN_65,M,53
Registered,66,8/15/2017 7:52,FN_M_66,LN_66,M,25
---,,,,,,
Registered,67,8/15/2017 7:54,FN_M_67,LN_67,M,25
---,,,,,,
Registered,68,8/15/2017 7:56,FN_F_68,LN_68,F,23
---,,,,,,
Registered,69,8/15/2017 7:58,FN_F_69,LN_69,F,32
Registered,70,8/15/2017 7:58,FN_F_70,LN_70,F,57
Registered,71,8/15/2017 7:58,FN_M_71,LN_71,M,57
---,,,,,,
Registered,72,8/15/2017 8:00,FN_F_72,LN_72,F,26
Registered,73,8/15/2017 8:00,FN_F_73,LN_73,F,26
Registered,74,8/15/2017 8:00,FN_F_74,LN_74,F,54
---,,,,,,
Registered,75,8/15/2017 8:02,FN_M_75,LN_75,M,25
---,,,,,,
Registered,76,8/15/2017 8:04,FN_F_76,LN_76,F,27
---,,,,,,
Registered,77,8/15/2017 8:06,FN_M_77,LN_77,M,58
Registered,78,8/15/2017 8:06,FN_M_78,LN_78,M,33
Registered,79,8/15/2017 8:06,FN_F_79,LN_79,F,54
---,,,,,,
Registered,80,8/15/2017 8:08,FN_F_80,LN_80,F,37
Registered,81,8/15/2017 8:08,FN_F_81,LN_81,F,50
---,,,,,,
Registered,82,8/15/2017 8:10,FN_F_82,LN_82,F,16
---,,,,,,
Registered,83,8/15/2017 8:12,FN_M_83,LN_83,M,44
Registered,84,8/15/2017 8:12,FN_F_84,LN_84,F,25
Registered,85,8/15/2017 8:12,FN_F_85,LN_85,F,53
---,,,,,,
Registered,86,8/15/2017 8:14,FN_F_86,LN_86,F,33
DidNotStart,79,8/15/2017 8:14,,,,
---,,,,,,
Registered,87,8/15/2017 8:16,FN_F_87,LN_87,F,57
Registered,88,8/15/2017 8:16,FN_F_88,LN_88,F,54
---,,,,,,
Registered,89,8/15/2017 8:18,FN_F_89,LN_89,F,48
Registered,90,8/15/2017 8:18,FN_M_90,LN_90,M,53
Registered,91,8/15/2017 8:18,FN_F_91,LN_91,F,22
---,,,,,,
Registered,92,8/15/2017 8:20,FN_F_92,LN_92,F,41
Registered,93,8/15/2017 8:20,FN_F_93,LN_93,F,25
Registered,94,8/15/2017 8:20,FN_M_94,LN_94,M,27
DidNotStart,28,8/15/2017 8:20,,,,
---,,,,,,
Registered,95,8/15/2017 8:22,FN_F_95,LN_95,F,23
---,,,,,,
Registered,96,8/15/2017 8:24,FN_F_96,LN_96,F,30
Registered,97,8/15/2017 8:24,FN_F_97,LN_97,F,23
---,,,,,,
Registered,98,8/15/2017 8:26,FN_F_98,LN_98,F,23
Registered,99,8/15/2017 8:26,FN_M_99,LN_99,M,19
---,,,,,,
Registered,100,8/15/2017 8:28,FN_M_100,LN_100,M,59
Registered,101,8/15/2017 8:28,FN_M_101,LN_101,M,30
Registered,102,8/15/2017 8:28,FN_M_102,LN_102,M,59
---,,,,,,
Registered,103,8/15/2017 8:30,FN_M_103,LN_103,M,16
Registered,104,8/15/2017 8:30,FN_M_104,LN_104,M,58
Registered,105,8/15/2017 8:30,FN_F_105,LN_105,F,26
DidNotStart,43,8/15/2017 8:30,,,,
---,,,,,,
Registered,106,8/15/2017 8:32,FN_M_106,LN_106,M,17
---,,,,,,
Registered,107,8/15/2017 8:34,FN_M_107,LN_107,M,30
Registered,108,8/15/2017 8:34,FN_M_108,LN_108,M,27
---,,,,,,
Registered,109,8/15/2017 8:36,FN_F_109,LN_109,F,20
Registered,110,8/15/2017 8:36,FN_M_110,LN_110,M,51
Registered,111,8/15/2017 8:36,FN_M_111,LN_111,M,35
---,,,,,,
Registered,112,8/15/2017 8:38,FN_F_112,LN_112,F,24
Registered,113,8/15/2017 8:38,FN_F_113,LN_113,F,40
Registered,114,8/15/2017 8:38,FN_F_114,LN_114,F,30
DidNotStart,15,8/15/2017 8:38,,,,
---,,,,,,
Registered,115,8/15/2017 8:40,FN_M_115,LN_115,M,37
Registered,116,8/15/2017 8:40,FN_M_116,LN_116,M,20
---,,,,,,
Registered,117,8/15/2017 8:42,FN_F_117,LN_117,F,44
Registered,118,8/15/2017 8:42,FN_M_118,LN_118,M,23
Registered,119,8/15/2017 8:42,FN_F_119,LN_119,F,20
---,,,,,,
Registered,120,8/15/2017 8:44,FN_M_120,LN_120,M,30
---,,,,,,
Registered,121,8/15/2017 8:46,FN_M_121,LN_121,M,17
---,,,,,,
Registered,122,8/15/2017 8:48,FN_F_122,LN_122,F,19
Registered,123,8/15/2017 8:48,FN_F_123,LN_123,F,51
Registered,124,8/15/2017 8:48,FN_F_124,LN_124,F,45
---,,,,,,
Registered,125,8/15/2017 8:50,FN_F_125,LN_125,F,40
Registered,126,8/15/2017 8:50,FN_M_126,LN_126,M,47
DidNotStart,105,8/15/2017 8:50,,,,
---,,,,,,
Registered,127,8/15/2017 8:52,FN_M_127,LN_127,M,43
---,,,,,,
Registered,128,8/15/2017 8:54,FN_M_128,LN_128,M,30
Registered,129,8/15/2017 8:54,FN_M_129,LN_129,M,58
---,,,,,,
Registered,130,8/15/2017 8:56,FN_F_130,LN_130,F,20
